Sub ID,Lorax,Lost,Mad Men,Pony,Walking Dead,Weeds,Grand Total
1050,2.1,32.85,9.9,5.1,105.2,3,158.15
1051,0.9,59.85,13.95,0.9,124.8,6.9,207.3
1052,5.1,48.15,23.85,9,116,9,211.1
1053,5.1,54,9.9,6,118,8.1,201.1
1054,5.1,64.8,19.8,5.1,126.8,6,227.6
1055,3.9,54.9,26.1,3,117.2,11.1,216.2
1056,3,49.05,4.05,3.9,116,3,179
1057,3,58.05,9.9,3.9,123.2,5.1,203.15
1058,3,53.1,1.8,3,125.2,0.9,187
1059,8.1,40.95,22.05,6.9,114,14.1,206.1
1060,3,48.15,12.15,2.1,118,6,189.4
1061,3.9,61.2,26.1,6,122.8,9,229
1062,3,31.95,22.05,3,103.2,8.1,171.3
1063,0.9,58.95,12.15,3,130,5.1,210.1
1064,2.1,35.1,30.15,5.1,107.2,9.9,189.55
1065,2.1,57.15,1.8,3.9,128.8,6,199.75
1066,5.1,39.15,12.15,6,104,5.1,171.5
1067,5.1,39.15,26.1,6.9,112,12,201.25
1068,0,57.15,22.05,0.9,122.8,9,211.9
1069,5.1,61.2,1.8,5.1,128.8,3.9,205.9
1070,3.9,73.8,19.8,3,133.2,6.9,240.6
1071,5.1,48.15,1.8,3.9,119.2,5.1,183.25
1072,2.1,49.95,5.85,2.1,118.8,3.9,182.7
1073,0.9,54,18,0.9,119.2,6.9,199.9
1074,3.9,63.9,8.1,3.9,127.2,3.9,210.9
1075,2.1,41.85,18,3,114.8,6,185.75
1076,3,43.2,27.9,2.1,109.2,12,197.4
1077,6,54.9,0,2.1,125.2,3,191.2
1078,3,52.2,26.1,2.1,114.8,9.9,208.1
1079,5.1,64.8,4.05,6,131.2,2.1,213.25
1080,5.1,44.1,0,6,110.8,3,169
1081,3,73.8,18,2.1,135.2,5.1,237.2
1082,3.9,50.85,5.85,3,122.8,6.9,193.3
1083,3.9,66.15,9.9,3,131.2,5.1,219.25
1084,3,46.8,12.15,5.1,120,6.9,193.95
1085,5.1,58.05,34.2,6,118,9.9,231.25
1086,5.1,41.85,1.8,3,114.8,3,169.55
1087,3.9,77.85,9.9,5.1,146.8,3,246.55
1088,0,64.8,9.9,0,126.8,5.1,206.6
1089,0,57.15,23.85,0.9,124.8,12,218.7
1090,2.1,59.85,5.85,5.1,124.8,3,200.7
1091,3,53.1,0,3.9,122.8,0.9,183.7
1092,5.1,52.2,0,6,121.2,5.1,189.6
1093,2.1,63,36,3,127.2,12,243.3
1094,6,55.8,4.05,5.1,126,2.1,199.05
1095,2.1,37.8,18,5.1,106,6,175
1096,9,25.2,13.95,3.9,100.8,6.9,159.75
1097,2.1,79.2,8.1,2.1,140.8,3,235.3
1098,3.9,75.15,16.2,3.9,135.2,5.1,239.45
1099,3,37.8,18,3.9,110.8,6,179.5
1100,2.1,48.15,40.05,0.9,112.8,15.9,219.9
1101,2.1,64.8,19.8,3,130.8,9.9,230.4
1102,3,58.05,13.95,3.9,122,6.9,207.8
1103,6,46.8,4.05,3.9,116.8,5.1,182.65
1104,3,45,26.1,3,110.8,9.9,197.8
1105,3,53.1,0,2.1,122.8,3.9,184.9
1106,6.9,57.15,5.85,6,124.8,3.9,204.6
1107,5.1,31.95,26.1,6,105.2,9,183.35
1108,5.1,32.85,0,5.1,112.8,3,158.85
1109,5.1,53.1,4.05,6,121.2,2.1,191.55
1110,3.9,63,12.15,6,128.8,3.9,217.75
1111,3,75.15,0,3.9,138,5.1,225.15
1112,5.1,67.95,4.05,8.1,132.8,2.1,220.1
1113,3,85.05,0,3,147.2,2.1,240.35
1114,2.1,34.2,13.95,2.1,103.2,5.1,160.65
1115,5.1,64.8,13.95,8.1,134.8,8.1,234.85
1116,3.9,46.8,8.1,5.1,116,3,182.9
1117,3.9,57.15,27.9,3.9,126,12,230.85
1118,3.9,52.2,18,3,116.8,6.9,200.8
1119,3,53.1,27.9,2.1,118,9.9,214
1120,3.9,40.95,18,3.9,112.8,6.9,186.45
1121,2.1,75.15,12.15,0.9,138,3.9,232.2
1122,3,63,0,2.1,134.8,3,205.9
1123,3,31.05,23.85,3,104,9,173.9
1124,2.1,45.9,12.15,5.1,116,6,187.25
1125,3,59.85,13.95,2.1,123.2,5.1,207.2
1126,6.9,45.9,0,5.1,110.8,0,168.7
1127,3,49.95,1.8,3,120.8,5.1,183.65
1128,6,31.95,23.85,6.9,106,8.1,182.8
1129,2.1,53.1,19.8,2.1,124.8,9.9,211.8
1130,3.9,62.1,19.8,5.1,130.8,9,230.7
1131,3.9,58.95,26.1,6,127.2,12,234.15
1132,0.9,41.85,16.2,3,111.2,8.1,181.25
1133,6.9,58.95,12.15,5.1,125.2,8.1,216.4
1134,5.1,57.15,13.95,3.9,123.2,6,209.3
1135,2.1,63,8.1,3,128,5.1,209.3
1136,5.1,40.05,18,6.9,108.8,8.1,186.95
1137,6,50.85,16.2,6,114.8,6,199.85
1138,6,53.1,18,6.9,124,9,217
1139,2.1,63,26.1,2.1,132,9,234.3
1140,2.1,31.95,5.85,2.1,103.2,3,148.2
1141,3.9,26.1,27.9,6,96.8,12,172.7
1142,3.9,64.8,23.85,3.9,130,8.1,234.55
1143,8.1,49.05,4.05,6,124.8,2.1,194.1
1144,5.1,48.15,0,5.1,120.8,3.9,183.05
1145,0.9,54.9,0,3,124,0.9,183.7
1146,2.1,39.15,40.05,3,108.8,12.9,206
1147,3,61.2,8.1,3,128.8,3,207.1
1148,3,63,12.15,3.9,132.8,6.9,221.75
1149,0.9,45,16.2,3,116.8,6,187.9
1150,2.1,52.2,31.95,2.1,117.2,14.1,219.65
1151,5.1,44.1,34.2,3,110,12,208.4
1152,3,49.95,16.2,5.1,120.8,8.1,203.15
1153,5.1,72,5.85,3.9,137.2,5.1,229.15
1154,6,52.2,16.2,6,119.2,6.9,206.5
1155,2.1,54.9,0,3.9,127.2,0.9,189
1156,5.1,67.95,18,2.1,131.2,8.1,232.45
1157,3,67.95,26.1,3,134,9,243.05
1158,3.9,55.8,23.85,2.1,124,9.9,219.55
1159,6.9,64.8,4.05,6,137.2,0.9,219.85
1160,3.9,45,12.15,2.1,109.2,3.9,176.25
1161,0.9,67.95,23.85,0,136.8,8.1,237.6
1162,3,36,26.1,6,106.8,9,186.9
1163,3,45,41.85,3,110.8,15.9,219.55
1164,3,66.15,23.85,3.9,128,8.1,233
1165,5.1,61.2,0,5.1,128,5.1,204.5
1166,3.9,72,30.15,2.1,136,12,256.15
1167,6,67.05,0,6.9,133.2,2.1,215.25
1168,3.9,55.8,0,6,122.8,2.1,190.6
1169,3.9,62.1,4.05,0.9,125.2,2.1,198.25
1170,2.1,44.1,22.05,0.9,114,8.1,191.25
1171,6.9,45.9,19.8,6,117.2,8.1,203.9
1172,3,46.8,4.05,5.1,117.2,2.1,178.25
1173,5.1,40.95,27.9,5.1,111.2,12.9,203.15
1174,6,53.1,12.15,5.1,120.8,8.1,205.25
1175,3,63,9.9,2.1,130,3.9,211.9
1176,6,48.15,9.9,3.9,118.8,3.9,190.65
1177,5.1,72,16.2,3.9,134,9.9,241.1
1178,5.1,50.85,13.95,6,124.8,6,206.7
1179,0.9,63,5.85,0.9,127.2,3.9,201.75
1180,5.1,76.95,22.05,5.1,138,9,256.2
1181,6,85.95,19.8,3,149.2,6.9,270.85
1182,3.9,45.9,37.8,6,108.8,12.9,215.3
1183,3.9,58.05,8.1,6,128.8,3,207.85
1184,3,62.1,0,6.9,135.2,0,207.2
1185,3,70.2,0,3,141.2,3,220.4
1186,3,27.9,13.95,5.1,100.8,3.9,154.65
1187,5.1,58.05,13.95,3.9,123.2,3.9,208.1
1188,6,52.2,0,3.9,122,0,184.1
1189,3,75.15,23.85,5.1,136.8,12.9,256.8
1190,6,61.2,12.15,5.1,130.8,9,224.25
1191,6.9,58.95,12.15,8.1,125.2,6,217.3
1192,3.9,43.2,4.05,6,118.8,0.9,176.85
1193,9,55.8,12.15,9.9,125.2,6,218.05
1194,6,63,0,3.9,128.8,0.9,202.6
1195,0.9,61.2,4.05,2.1,126,0.9,195.15
1196,3,36.9,12.15,0.9,109.2,3.9,166.05
1197,3,44.1,19.8,3,115.2,9,194.1
1198,3.9,49.95,22.05,6,118,9.9,209.8
1199,3.9,32.85,37.8,2.1,100.8,12.9,190.35
1200,2.1,73.8,18,2.1,141.2,8.1,245.3
1201,3,57.15,26.1,2.1,123.2,9,220.55
1202,2.1,14.85,22.05,3,88.8,6.9,137.7
1203,5.1,54.9,13.95,3,128,9.9,214.85
1204,3.9,48.15,27.9,2.1,114.8,11.1,207.95
1205,3.9,61.2,27.9,3.9,129.2,11.1,237.2
1206,2.1,66.15,22.05,2.1,129.2,8.1,229.7
1207,9,49.95,23.85,3.9,116.8,6.9,210.4
1208,3.9,40.95,8.1,6,111.2,8.1,178.25
1209,3.9,64.8,23.85,3.9,130.8,9,236.25
1210,2.1,64.8,16.2,3,125.2,6.9,218.2
1211,0.9,31.05,8.1,2.1,95.2,3,140.35
1212,6,40.05,27.9,6.9,110.8,11.1,202.75
1213,5.1,34.2,22.05,6.9,105.2,9.9,183.35
1214,5.1,36.9,23.85,3.9,107.2,9,185.95
1215,0.9,43.2,16.2,0.9,112.8,6.9,180.9
1216,3.9,34.2,13.95,8.1,107.2,3.9,171.25
1217,3.9,43.2,4.05,2.1,112.8,3.9,169.95
1218,5.1,44.1,5.85,3.9,116.8,6,181.75
1219,5.1,67.05,12.15,8.1,132,6,230.4
1220,3.9,45,13.95,6,112.8,5.1,186.75
1221,3.9,41.85,5.85,6,110,6,173.6
1222,6,63,13.95,9.9,128.8,6,227.65
1223,5.1,49.05,5.85,6,116.8,2.1,184.9
1224,3,58.05,0,0.9,132,2.1,196.05
1225,2.1,54.9,0,3.9,120.8,3,184.7
1226,0,48.15,5.85,0.9,116,3.9,174.8
1227,2.1,43.2,22.05,2.1,117.2,9.9,196.55
1228,2.1,79.2,41.85,3.9,134,14.1,275.15
1229,5.1,46.8,1.8,6,112.8,3,175.5
1230,5.1,45,9.9,3,113.2,5.1,181.3
1231,3,61.2,4.05,2.1,128,3,201.35
1232,2.1,64.8,16.2,3,128.8,6,220.9
1233,6,45,0,3,116.8,2.1,172.9
1234,3.9,68.85,5.85,0.9,132.8,3,215.3
1235,3.9,43.2,5.85,3.9,114,3.9,174.75
1236,3,28.8,26.1,3.9,97.2,9,168
1237,3.9,48.15,23.85,3,115.2,6.9,201
1238,3.9,70.2,5.85,5.1,137.2,5.1,227.35
1239,3.9,49.95,13.95,5.1,115.2,3.9,192
1240,6.9,46.8,0,8.1,119.2,0.9,181.9
1241,5.1,36.9,12.15,3.9,106.8,6,170.85
1242,5.1,46.8,13.95,0.9,115.2,6,187.95
1243,0.9,55.8,0,0.9,124.8,2.1,184.5
1244,5.1,53.1,23.85,6,117.2,6.9,212.15
1245,2.1,55.8,8.1,2.1,120.8,6.9,195.8
1246,5.1,58.95,23.85,5.1,122.8,9,224.8
1247,3,61.2,0,2.1,128,0.9,195.2
1248,0.9,27.9,22.05,3,100.8,12,166.65
1249,2.1,82.8,0,3.9,149.2,0.9,238.9
1250,0.9,50.85,9.9,2.1,116,6,185.75
1251,2.1,57.15,1.8,3.9,122.8,0,187.75
1252,3.9,63.9,16.2,6,128.8,9,227.8
1253,2.1,57.15,22.05,5.1,122.8,9,218.2
1254,3,57.15,13.95,3,124.8,6,207.9
1255,3,37.8,0,3.9,111.2,2.1,158
1256,3.9,66.15,1.8,3,131.2,6,212.05
1257,3.9,35.1,26.1,3,106,14.1,188.2
1258,2.1,49.95,13.95,5.1,115.2,3.9,190.2
1259,0.9,49.05,0,0,115.2,0,165.15
1260,6.9,45.9,22.05,2.1,112,8.1,197.05
1261,3,64.8,1.8,3.9,129.2,3,205.7
1262,3,55.8,5.85,3.9,120,2.1,190.65
1263,6,49.95,9.9,2.1,114.8,6,188.75
1264,3,40.05,12.15,3.9,108.8,3.9,171.8
1265,6.9,63,18,6.9,134,6.9,235.7
1266,3,40.05,23.85,6.9,108,8.1,189.9
1267,5.1,59.85,0,6,127.2,2.1,200.25
1268,8.1,58.05,22.05,6.9,123.2,9.9,228.2
1269,8.1,41.85,1.8,6,110,3.9,171.65
1270,3.9,55.8,9.9,6,124,5.1,204.7
1271,6.9,44.1,16.2,3.9,113.2,8.1,192.4
1272,2.1,85.05,0,3,144.8,0.9,235.85
1273,2.1,82.8,0,0.9,151.2,2.1,239.1
1274,2.1,63.9,18,3.9,131.2,8.1,227.2
1275,6,57.15,18,3,125.2,9.9,219.25
1276,3.9,41.85,5.85,3,111.2,3.9,169.7
1277,3,49.95,9.9,3.9,121.2,5.1,193.05
1278,5.1,49.05,23.85,5.1,118,9,210.1
1279,6,61.2,13.95,6,124.8,5.1,217.05
1280,5.1,43.2,16.2,8.1,115.2,8.1,195.9
1281,5.1,40.95,4.05,3.9,102.8,0.9,157.7
1282,8.1,79.2,18,6,140,6.9,258.2
1283,3.9,64.8,12.15,6,128.8,3.9,219.55
1284,5.1,43.2,26.1,8.1,110.8,9.9,203.2
1285,8.1,54.9,5.85,9,124,6,207.85
1286,5.1,63,22.05,5.1,130,9.9,235.15
1287,5.1,58.05,19.8,6.9,124.8,6,220.65
1288,2.1,59.85,19.8,2.1,124.8,9,217.65
1289,0,53.1,12.15,0.9,122.8,6,194.95
1290,5.1,45,4.05,3.9,116,2.1,176.15
1291,6,34.2,0,5.1,107.2,0.9,153.4
1292,5.1,55.8,9.9,6,125.2,3.9,205.9
1293,0.9,41.85,16.2,3,114.8,9.9,186.65
1294,2.1,45.9,22.05,3,115.2,9,197.25
1295,0.9,49.05,26.1,0.9,120,8.1,205.05
1296,3.9,70.2,13.95,3.9,134,9,234.95
1297,2.1,34.2,5.85,2.1,111.2,3,158.45
1298,3.9,53.1,23.85,6,118,8.1,212.95
1299,6,52.2,1.8,5.1,124,3,192.1
1300,3,49.05,27.9,5.1,115.2,9.9,210.15
1301,5.1,40.05,19.8,2.1,111.2,9.9,188.15
1302,2.1,67.05,4.05,2.1,133.2,6.9,215.4
1303,0.9,40.95,12.15,2.1,114,9,179.1
1304,3.9,45,5.85,2.1,113.2,3,173.05
1305,3.9,49.05,8.1,5.1,119.2,3,188.35
1306,2.1,43.2,19.8,0,113.2,8.1,186.4
1307,5.1,43.2,4.05,3,114,3,172.35
1308,0.9,49.95,9.9,3,117.2,3.9,184.85
1309,2.1,81,0,3,146,3,235.1
1310,3.9,70.2,18,6,134.8,8.1,241
1311,6,44.1,8.1,8.1,114.8,3.9,185
1312,2.1,61.2,18,3.9,126.8,8.1,220.1
1313,0,53.1,1.8,0.9,120.8,5.1,181.7
1314,3,54.9,18,3.9,125.2,6,211
1315,3.9,59.85,18,5.1,125.2,9,221.05
1316,6,63,0,6,127.2,0.9,203.1
1317,5.1,50.85,4.05,6.9,122,0.9,189.8
1318,0,52.2,27.9,0,118.8,12.9,211.8
1319,3.9,35.1,9.9,5.1,108,5.1,167.1
1320,6,46.8,22.05,2.1,112.8,9,198.75
1321,5.1,89.1,5.85,8.1,145.2,6,259.35
1322,2.1,37.8,19.8,2.1,109.2,9.9,180.9
1323,3,43.2,31.95,2.1,111.2,11.1,202.55
1324,5.1,40.95,4.05,6.9,113.2,3.9,174.1
1325,3.9,58.95,1.8,8.1,131.2,5.1,209.05
1326,6,76.05,34.2,3,140,9.9,269.15
1327,2.1,45,1.8,2.1,114.8,2.1,167.9
1328,3.9,45.9,18,3.9,117.2,6.9,195.8
1329,3,27.9,19.8,5.1,100.8,6.9,163.5
1330,2.1,37.8,23.85,3,109.2,6.9,182.85
1331,6,39.15,16.2,3,108.8,6.9,180.05
1332,5.1,45,9.9,6.9,120.8,5.1,192.8
1333,0.9,55.8,5.85,0.9,124,3,190.45
1334,6,50.85,16.2,5.1,117.2,9,204.35
1335,5.1,67.95,0,6,139.2,0,218.25
1336,3,45.9,27.9,5.1,116,8.1,206
1337,3.9,67.95,13.95,2.1,131.2,5.1,224.2
1338,3.9,44.1,27.9,3.9,112.8,11.1,203.7
1339,3.9,35.1,9.9,5.1,106.8,5.1,165.9
1340,3,40.95,36,2.1,106.8,12,200.85
1341,3,71.1,13.95,0.9,137.2,6,232.15
1342,3,32.85,22.05,3.9,104.8,8.1,174.7
1343,0.9,49.05,9.9,2.1,123.2,5.1,190.25
1344,2.1,49.95,4.05,0.9,120,2.1,179.1
1345,3,66.15,22.05,6,125.2,8.1,230.5
1346,6.9,71.1,1.8,9.9,133.2,3,225.9
1347,2.1,45,0,3,117.2,0,167.3
1348,3,62.1,23.85,3,124,8.1,224.05
1349,2.1,43.2,34.2,5.1,107.2,14.1,205.9
1350,2.1,67.05,12.15,2.1,130,3,216.4
1351,3,35.1,19.8,3.9,103.2,9,174
1352,2.1,52.2,0,3.9,126,3.9,188.1
1353,3.9,58.95,5.85,5.1,128.8,5.1,207.7
1354,5.1,58.05,0,3,131.2,0.9,198.25
1355,2.1,57.15,1.8,3,126,3,193.05
1356,3,45.9,18,5.1,116,8.1,196.1
1357,6.9,57.15,12.15,8.1,126.8,6.9,218
1358,0.9,54.9,1.8,3,123.2,2.1,185.9
1359,3.9,49.05,18,6,120.8,5.1,202.85
1360,6,44.1,4.05,5.1,117.2,3.9,180.35
1361,3,34.2,1.8,2.1,108.8,3,152.9
1362,3.9,63,19.8,2.1,128.8,8.1,225.7
1363,5.1,40.05,18,2.1,106.8,8.1,180.15
1364,2.1,49.95,12.15,3,114.8,3,185
1365,0.9,54,31.95,3,121.2,11.1,222.15
1366,6.9,44.1,26.1,3.9,108,9.9,198.9
1367,0.9,54.9,13.95,0.9,123.2,3.9,197.75
1368,2.1,48.15,4.05,3,120.8,3,181.1
1369,3.9,54,0,5.1,117.2,2.1,182.3
1370,6,61.2,22.05,3.9,124.8,9.9,227.85
1371,2.1,62.1,0,2.1,128,0.9,195.2
1372,2.1,39.15,23.85,5.1,112.8,9,192
1373,3,54.9,13.95,3,121.2,6.9,202.95
1374,3.9,49.05,34.2,3,112,12,214.15
1375,5.1,64.8,5.85,5.1,128,5.1,213.95
1376,6.9,39.15,5.85,6,111.2,3,172.1
1377,6.9,48.15,0,11.1,119.2,3,188.35
1378,0.9,48.15,0,3,120,2.1,174.15
1379,2.1,68.85,30.15,2.1,134,12,249.2
1380,2.1,57.15,5.85,3.9,122.8,3,194.8
1381,6,31.05,19.8,6,103.2,12,178.05
1382,2.1,50.85,13.95,2.1,122,5.1,196.1
1383,8.1,54,23.85,9.9,122.8,9,227.65
1384,2.1,40.95,26.1,3,109.2,9,190.35
1385,3,55.8,19.8,3,115.2,8.1,204.9
1386,3.9,55.8,9.9,3.9,125.2,5.1,203.8
1387,3.9,50.85,4.05,6.9,123.2,0.9,189.8
1388,3.9,66.15,0,2.1,132,2.1,206.25
1389,3.9,40.05,26.1,6,112.8,9,197.85
1390,5.1,37.8,8.1,3.9,112,3,169.9
1391,0.9,40.05,13.95,2.1,112,8.1,177.1
1392,5.1,43.2,0,6,111.2,0.9,166.4
1393,5.1,37.8,4.05,2.1,106.8,3.9,159.75
1394,3,46.8,9.9,2.1,116,3.9,181.7
1395,6,45.9,19.8,6.9,113.2,9,200.8
1396,0.9,45.9,26.1,3,114,12.9,202.8
1397,6,49.05,12.15,6,122,6,201.2
1398,5.1,54,8.1,3,120,3.9,194.1
1399,0.9,19.8,5.85,3,101.2,2.1,132.85
1400,5.1,58.95,26.1,0.9,123.2,9,223.25
1401,2.1,44.1,12.15,5.1,114.8,3.9,182.15
1402,2.1,44.1,5.85,3,118,6.9,179.95
1403,3.9,64.8,8.1,3.9,130.8,6,217.5
1404,6,52.2,9.9,3.9,123.2,3,198.2
1405,3.9,46.8,12.15,3,113.2,9,188.05
1406,2.1,54,0,3,125.2,3,187.3
1407,3,57.15,8.1,5.1,124.8,5.1,203.25
1408,0.9,63,18,3,126.8,8.1,219.8
1409,6,48.15,31.95,5.1,114.8,9.9,215.9
1410,3.9,18.9,8.1,5.1,99.2,8.1,143.3
1411,6.9,31.05,4.05,3.9,108.8,2.1,156.8
1412,0.9,58.95,19.8,3,128,8.1,218.75
1413,3,72.9,0,3,138,0.9,217.8
1414,6,46.8,9.9,3,112,3.9,181.6
1415,3,36.9,36,5.1,108,12,201
1416,3.9,49.05,16.2,2.1,121.2,5.1,197.55
1417,3,64.8,41.85,5.1,126,14.1,254.85
1418,3.9,58.95,0,6.9,130,0.9,200.65
1419,2.1,64.8,5.85,3,128,3.9,207.65
1420,3.9,67.95,13.95,5.1,129.2,6.9,227
1421,5.1,64.8,8.1,3.9,129.2,3.9,215
1422,5.1,44.1,19.8,3.9,113.2,8.1,194.2
1423,2.1,36,9.9,0.9,103.2,6,158.1
1424,6,50.85,1.8,6,120,0.9,185.55
1425,6,63.9,4.05,3,129.2,3,209.15
1426,3,41.85,13.95,3.9,112,6,180.7
1427,3,36.9,16.2,5.1,109.2,6,176.4
1428,5.1,55.8,1.8,3.9,125.2,3.9,195.7
1429,3,63.9,9.9,3.9,132,6,218.7
1430,3.9,52.2,0,5.1,126.8,3,191
1431,2.1,58.05,8.1,2.1,124.8,3,198.15
1432,3,45.9,0,3,118.8,0.9,171.6
1433,6,49.95,19.8,2.1,120.8,8.1,206.75
1434,3.9,35.1,9.9,3.9,110,8.1,170.9
1435,3.9,70.2,8.1,6,135.2,3,226.4
1436,0.9,67.05,1.8,0,132.8,3,205.55
1437,3,61.2,19.8,3,122,6,215
1438,6.9,46.8,5.85,6.9,116,5.1,187.55
1439,5.1,48.15,1.8,8.1,118,3.9,185.05
1440,0.9,30.15,18,0.9,104,6,159.95
1441,3,76.95,1.8,3,138.8,3,226.55
1442,2.1,37.8,19.8,3,107.2,8.1,178
1443,2.1,53.1,19.8,3.9,124.8,9,212.7
1444,3.9,58.95,22.05,3,122.8,9,219.7
1445,3.9,44.1,8.1,3,113.2,5.1,177.4
1446,6,27.9,0,2.1,102,0,138
1447,3.9,58.05,23.85,3.9,122.8,6.9,219.4
1448,3,48.15,0,3,121.2,3.9,179.25
1449,3.9,58.05,19.8,6.9,121.2,6.9,216.75
1450,0.9,72,1.8,3,138.8,3,219.5
1451,3,66.15,13.95,6,125.2,9,223.3
1452,2.1,40.05,0,2.1,112,2.1,158.35
1453,0.9,58.95,13.95,0.9,126.8,3.9,205.4
1454,3,64.8,22.05,2.1,134.8,6.9,233.65
1455,6.9,53.1,1.8,3.9,124,3,192.7
1456,3,46.8,16.2,2.1,115.2,6.9,190.2
1457,3,48.15,18,2.1,110,6.9,188.15
1458,2.1,52.2,12.15,3,117.2,5.1,191.75
1459,5.1,76.05,4.05,3.9,140.8,3.9,233.8
1460,3,45,16.2,3.9,111.2,9,188.3
1461,5.1,67.05,12.15,6.9,133.2,5.1,229.5
1462,2.1,43.2,23.85,2.1,112.8,6.9,190.95
1463,2.1,55.8,26.1,3,121.2,9,217.2
1464,2.1,71.1,22.05,3,133.2,6.9,238.35
1465,3.9,58.05,0,6.9,126.8,2.1,197.75
1466,3,66.15,16.2,5.1,133.2,5.1,228.75
1467,6,46.8,12.15,6,116,8.1,195.05
1468,2.1,50.85,27.9,3,115.2,9,208.05
1469,0.9,52.2,18,2.1,121.2,6.9,201.3
1470,3,63,9.9,2.1,129.2,3,210.2
1471,3,54,9.9,0.9,122.8,8.1,198.7
1472,0.9,81.9,9.9,3,142.8,3.9,242.4
1473,6.9,40.95,22.05,9,112.8,9,200.7
1474,3,52.2,8.1,2.1,120,2.1,187.5
1475,2.1,34.2,8.1,2.1,107.2,3.9,157.6
1476,6,85.05,0,3.9,144,0.9,239.85
1477,5.1,53.1,4.05,6,124.8,2.1,195.15
1478,3,66.15,22.05,3,130.8,8.1,233.1
1479,5.1,39.15,8.1,3.9,112,6,174.25
1480,6,61.2,8.1,3.9,126.8,5.1,211.1
1481,5.1,71.1,0,5.1,136,2.1,219.4
1482,3,67.05,0,2.1,134.8,3,209.95
1483,3.9,53.1,5.85,0.9,119.2,5.1,188.05
1484,3,63.9,19.8,3,130.8,6,226.5
1485,2.1,58.05,31.95,2.1,123.2,11.1,228.5
1486,3.9,48.15,1.8,2.1,114,2.1,172.05
1487,5.1,71.1,12.15,6,131.2,6,231.55
1488,3,73.8,8.1,6.9,139.2,6,237
1489,0.9,44.1,8.1,3,115.2,3,174.3
1490,3,58.95,16.2,2.1,122.8,8.1,211.15
1491,6,46.8,5.85,5.1,117.2,2.1,183.05
1492,8.1,49.95,9.9,0.9,120,6.9,195.75
1493,6.9,64.8,4.05,6,131.2,2.1,215.05
1494,3,34.2,16.2,3.9,107.2,9,173.5
1495,5.1,67.05,19.8,3,134.8,8.1,237.85
1496,3.9,39.15,1.8,3,114,0.9,162.75
1497,5.1,79.2,9.9,5.1,141.2,6,246.5
1498,5.1,64.8,16.2,6.9,128.8,6.9,228.7
1499,3,61.2,0,5.1,127.2,0,196.5
1500,2.1,36,31.95,3,102,12,187.05
1501,3,63.9,22.05,3,130.8,8.1,230.85
1502,3.9,36,4.05,6,110.8,0.9,161.65
1503,2.1,55.8,5.85,5.1,129.2,5.1,203.15
1504,3,54,1.8,3,122,3.9,187.7
1505,5.1,59.85,34.2,3.9,124,15.9,242.95
1506,3,40.05,13.95,5.1,109.2,8.1,179.4
1507,6,62.1,31.95,6.9,129.2,11.1,247.25
1508,6,45.9,4.05,3.9,120,3,182.85
1509,0.9,64.8,18,0.9,133.2,6.9,224.7
1510,3.9,52.2,26.1,6.9,119.2,9,217.3
1511,3,76.95,16.2,6,144.8,6,252.95
1512,5.1,73.8,9.9,6.9,134.8,3,233.5
1513,6,27,36,6,100.8,14.1,189.9
1514,3.9,40.95,9.9,0.9,109.2,3.9,168.75
1515,3,62.1,1.8,5.1,128,3,203
1516,6.9,54,0,6,119.2,2.1,188.2
1517,3.9,59.85,30.15,2.1,117.2,12,225.2
1518,6,55.8,0,6,120,2.1,189.9
1519,3,54.9,0,0.9,126,0.9,185.7
1520,3.9,40.05,13.95,2.1,110.8,8.1,178.9
1521,6.9,50.85,1.8,8.1,118.8,2.1,188.55
1522,0.9,50.85,0,2.1,123.2,0,177.05
1523,3,31.05,1.8,5.1,100.8,3,144.75
1524,3,46.8,0,6,120.8,2.1,178.7
1525,2.1,50.85,18,3.9,114,6.9,195.75
1526,3,45,0,3,119.2,0.9,171.1
1527,3,52.2,19.8,0.9,121.2,9,206.1
1528,2.1,44.1,18,3,116,8.1,191.3
1529,0.9,72,18,2.1,137.2,11.1,241.3
1530,3,61.2,26.1,2.1,123.2,9.9,225.5
1531,6,31.05,5.85,9,104.8,3.9,160.6
1532,5.1,30.15,19.8,3.9,95.2,6.9,161.05
1533,2.1,53.1,16.2,0.9,123.2,6,201.5
1534,3,31.05,8.1,3.9,105.2,6,157.25
1535,3,62.1,18,6.9,129.2,6,225.2
1536,3.9,50.85,13.95,3,119.2,6,196.9
1537,5.1,58.05,8.1,2.1,121.2,6.9,201.45
1538,5.1,32.85,9.9,3.9,102.8,3,157.55
1539,3.9,58.95,22.05,3.9,122,6.9,217.7
1540,3,40.95,0,3,112.8,2.1,161.85
1541,3,35.1,0,5.1,108.8,2.1,154.1
1542,3.9,46.8,9.9,6.9,118.8,6,192.3
1543,3.9,58.05,5.85,5.1,124.8,3,200.7
1544,2.1,32.85,9.9,3,105.2,5.1,158.15
1545,3,40.95,13.95,3.9,112,5.1,178.9
1546,5.1,57.15,4.05,6,126,3.9,202.2
1547,5.1,49.95,0,3,116,2.1,176.15
1548,3.9,41.85,4.05,3,114,2.1,168.9
1549,3,52.2,36,5.1,122,12.9,231.2
1550,3.9,54.9,16.2,3.9,118.8,6,203.7
1551,0.9,45,1.8,0.9,115.2,0,163.8
1552,3,48.15,0,3,120,3,177.15
1553,2.1,54.9,0,5.1,124.8,2.1,189
1554,3.9,67.95,26.1,5.1,134,9.9,246.95
